GENEID	TOPOID	FOUND	STUDIED
ENSG00000064309	78	1	48
ENSG00000164430	5	1	22
ENSG00000175727	31	2	2
ENSG00000134207	5	1	22
ENSG00000134207	31	3	3
ENSG00000134207	135	1	23
ENSG00000186951	5	1	446
ENSG00000186951	31	1	1
ENSG00000006125	31	1	1
ENSG00000174429	31	2	2
ENSG00000111912	31	1	1
ENSG00000111912	65	2	11
ENSG00000139187	5	1	22
ENSG00000154188	31	3	3
ENSG00000166888	31	2	2
ENSG00000166888	65	1	199
ENSG00000132693	31	1	1
ENSG00000175395	5	1	22
ENSG00000175395	31	1	1
ENSG00000175395	78	2	48
ENSG00000164893	5	1	22
ENSG00000108602	31	1	1
ENSG00000108602	135	1	24
ENSG00000158786	31	1	1
ENSG00000123124	2	1	1
ENSG00000182050	31	3	3
ENSG00000158716	65	1	11
ENSG00000187555	31	3	3
ENSG00000162543	31	1	1
ENSG00000116750	31	1	1
ENSG00000165526	78	1	48
ENSG00000152034	5	1	22
ENSG00000152034	31	2	2
ENSG00000189180	31	2	2
ENSG00000189180	123	1	1
ENSG00000079805	5	2	424
ENSG00000079805	31	1	1
ENSG00000079805	78	1	11
ENSG00000165970	31	2	2
ENSG00000165970	78	1	48
ENSG00000181036	31	2	2
ENSG00000136928	31	2	2
ENSG00000198768	31	1	1
ENSG00000065621	5	1	22
ENSG00000065621	31	1	1
ENSG00000184330	123	1	1
ENSG00000168026	31	1	1
ENSG00000152953	5	1	455
ENSG00000152953	9	1	32
ENSG00000152953	78	2	93
ENSG00000152953	123	1	6
ENSG00000106400	9	1	6
ENSG00000165138	31	2	2
ENSG00000138614	31	1	1
ENSG00000114395	65	1	188
ENSG00000137975	31	1	1
ENSG00000137975	78	1	48
ENSG00000175130	31	1	1
ENSG00000243284	5	1	22
ENSG00000073050	9	1	4
ENSG00000073050	31	2	2
ENSG00000073050	65	1	200
ENSG00000165973	9	1	14
ENSG00000165973	31	2	2
ENSG00000075856	135	1	23
ENSG00000132153	31	2	2
ENSG00000132153	123	2	6
ENSG00000042429	31	1	1
ENSG00000175899	5	4	446
ENSG00000178403	5	1	22
ENSG00000181790	5	1	447
ENSG00000181790	31	1	1
ENSG00000181790	78	1	41
ENSG00000181790	135	1	24
ENSG00000172456	31	1	1
ENSG00000197364	31	1	1
ENSG00000124222	31	1	1
ENSG00000197323	5	3	456
ENSG00000197323	9	1	33
ENSG00000197323	31	1	27
ENSG00000197323	65	2	48
ENSG00000197323	78	1	101
ENSG00000197323	123	2	12
ENSG00000186910	75	1	101
ENSG00000165805	31	1	1
ENSG00000106404	31	1	1
ENSG00000127948	5	1	1
ENSG00000004866	5	1	446
ENSG00000170054	5	1	23
ENSG00000170054	65	1	11
ENSG00000115661	123	1	6
ENSG00000108953	31	1	1
ENSG00000016490	31	1	1
ENSG00000124795	75	1	101
ENSG00000135297	31	2	2
ENSG00000135297	135	1	23
ENSG00000116752	9	1	14
ENSG00000112246	31	4	4
ENSG00000158825	31	1	1
ENSG00000197956	31	1	1
ENSG00000016602	31	2	2
ENSG00000142528	5	1	22
ENSG00000142528	31	1	1
ENSG00000158828	5	1	52
ENSG00000158828	31	2	27
ENSG00000129680	5	1	23
ENSG00000129680	31	2	2
ENSG00000129680	123	1	6
ENSG00000167550	65	1	12
ENSG00000221886	135	1	23
ENSG00000160323	5	2	24
ENSG00000160323	31	1	1
ENSG00000160323	75	1	101
ENSG00000160323	123	2	7
ENSG00000164609	31	1	1
ENSG00000141150	65	1	12
ENSG00000141150	78	2	57
ENSG00000132139	31	1	1
ENSG00000132139	123	1	6
ENSG00000167378	31	1	1
ENSG00000167378	135	1	23
ENSG00000160058	5	1	22
ENSG00000170619	31	1	1
ENSG00000189001	31	1	1
ENSG00000189037	9	1	4
ENSG00000189037	65	2	22
ENSG00000153786	9	1	14
ENSG00000063046	75	1	1
ENSG00000063046	78	1	32
ENSG00000181333	31	3	3
ENSG00000123384	5	1	22
ENSG00000123384	9	2	14
ENSG00000123384	31	7	7
ENSG00000123384	123	1	1
ENSG00000123384	135	2	24
ENSG00000127824	31	3	3
ENSG00000147655	31	2	2
ENSG00000147655	65	1	11
ENSG00000147655	123	2	7
ENSG00000147655	135	1	24
ENSG00000007402	65	1	188
ENSG00000147050	5	3	229
ENSG00000147050	9	7	79
ENSG00000147050	51	23	299
ENSG00000147050	60	11	92
ENSG00000147050	65	7	326
ENSG00000147050	75	28	875
ENSG00000147050	78	6	152
ENSG00000147050	100	2	20
ENSG00000147050	115	3	38
ENSG00000147050	135	2	58
ENSG00000134709	31	1	1
ENSG00000134709	78	1	48
ENSG00000150455	31	1	1
ENSG00000197712	31	1	1
ENSG00000070669	31	1	1
ENSG00000117245	31	3	3
ENSG00000083290	9	1	32
ENSG00000083290	123	2	7
ENSG00000083290	127	1	20
ENSG00000135709	78	1	32
ENSG00000173040	9	3	18
ENSG00000173040	31	2	2
ENSG00000228567	31	2	2
ENSG00000213085	31	1	1
ENSG00000173714	31	2	2
ENSG00000112249	31	5	5
ENSG00000176623	31	1	1
ENSG00000174485	31	2	2
ENSG00000174485	123	1	6
ENSG00000153404	123	2	7
ENSG00000172818	5	1	22
ENSG00000075407	78	1	11
ENSG00000171714	5	3	446
ENSG00000171714	31	1	1
ENSG00000134716	31	1	1
ENSG00000011422	31	1	1
ENSG00000119514	31	1	1
ENSG00000185028	123	1	1
ENSG00000141232	9	1	2
ENSG00000160336	31	1	1
ENSG00000165953	5	2	106
ENSG00000165953	31	1	1
ENSG00000165953	65	1	11
ENSG00000104408	31	2	2
ENSG00000104408	75	1	96
ENSG00000135049	9	1	14
ENSG00000135049	14	1	9
ENSG00000135049	31	4	4
ENSG00000198576	78	1	32
ENSG00000008294	65	1	12
ENSG00000027847	135	1	23
ENSG00000204291	31	6	6
ENSG00000182831	9	1	6
ENSG00000105357	5	1	1
ENSG00000204671	5	1	446
ENSG00000162598	31	1	1
ENSG00000162598	78	1	48
ENSG00000183454	31	4	4
ENSG00000183454	65	1	11
ENSG00000183454	75	1	101
ENSG00000183454	78	1	20
ENSG00000183454	123	1	6
ENSG00000124449	31	1	1
ENSG00000183560	31	1	1
ENSG00000105771	135	1	23
ENSG00000108599	123	1	6
ENSG00000126838	9	1	14
ENSG00000126838	31	3	3
ENSG00000047849	31	2	2
ENSG00000047849	135	1	23
ENSG00000066651	31	1	1
ENSG00000109790	31	1	1
ENSG00000054356	31	2	2
ENSG00000054356	65	1	11
ENSG00000129270	123	1	1
ENSG00000139636	135	1	24
ENSG00000123901	5	2	23
ENSG00000123901	31	1	1
ENSG00000116748	9	1	6
ENSG00000116748	31	1	1
ENSG00000176383	31	1	1
ENSG00000100665	31	3	3
ENSG00000106799	31	1	27
ENSG00000106799	65	2	225
ENSG00000144655	31	4	4
ENSG00000144655	123	1	6
ENSG00000160886	5	1	22
ENSG00000198707	31	5	5
ENSG00000198707	78	1	11
ENSG00000198707	135	1	23
ENSG00000090861	135	1	23
ENSG00000153789	5	1	22
ENSG00000180229	135	1	23
ENSG00000164418	31	2	2
ENSG00000164418	78	1	48
ENSG00000164418	135	1	23
ENSG00000020922	65	1	12
ENSG00000020922	78	3	57
ENSG00000162599	135	1	23
ENSG00000127483	5	1	22
ENSG00000127483	123	1	1
ENSG00000213281	2	10	316
ENSG00000213281	5	8	932
ENSG00000213281	9	50	1346
ENSG00000213281	14	1	74
ENSG00000213281	18	325	4405
ENSG00000213281	20	19	392
ENSG00000213281	31	6	137
ENSG00000213281	32	2	87
ENSG00000213281	51	994	8809
ENSG00000213281	59	1	93
ENSG00000213281	61	11	289
ENSG00000213281	65	29	2931
ENSG00000213281	71	9	147
ENSG00000213281	75	2	438
ENSG00000213281	78	7	382
ENSG00000213281	79	1	329
ENSG00000213281	97	1	78
ENSG00000213281	100	2	318
ENSG00000213281	104	20	98
ENSG00000213281	115	12	884
ENSG00000213281	122	9	174
ENSG00000213281	123	894	4769
ENSG00000213281	125	8	541
ENSG00000213281	127	5	222
ENSG00000213281	132	2	137
ENSG00000213281	135	5	301
ENSG00000174720	31	3	3
ENSG00000009307	31	1	1
ENSG00000167193	5	1	447
ENSG00000091664	31	3	3
ENSG00000091664	78	1	48
ENSG00000007350	31	3	3
ENSG00000085552	5	2	23
ENSG00000085552	9	1	4
ENSG00000085552	31	2	2
ENSG00000172660	123	1	6
ENSG00000130943	31	2	2
ENSG00000130943	78	3	49
ENSG00000149571	31	3	3
ENSG00000162723	31	1	1
ENSG00000183161	123	1	6
ENSG00000143315	31	2	2
ENSG00000143315	123	1	6
ENSG00000118322	5	1	22
ENSG00000118322	31	3	3
ENSG00000118322	135	1	23
ENSG00000104783	31	2	2
ENSG00000156920	9	1	6
ENSG00000156920	14	1	7
ENSG00000156920	31	5	5
ENSG00000156920	65	1	12
ENSG00000156920	78	1	41
ENSG00000156920	123	1	6
ENSG00000156920	135	1	24
ENSG00000177807	31	1	1
ENSG00000128487	31	3	3
ENSG00000188488	31	2	2
ENSG00000120051	5	1	22
ENSG00000120051	31	2	2
ENSG00000119523	31	2	2
ENSG00000162728	31	1	1
ENSG00000072840	31	1	1
ENSG00000085719	31	1	1
ENSG00000136068	31	3	3
ENSG00000136068	78	6	50
ENSG00000182199	5	1	22
ENSG00000182199	31	1	1
ENSG00000088543	135	1	23
ENSG00000153936	5	1	22
ENSG00000075234	31	1	1
ENSG00000170312	31	1	27
ENSG00000147113	65	1	11
ENSG00000112242	65	1	199
ENSG00000134954	5	1	447
ENSG00000134954	65	1	199
ENSG00000134954	147	1	1
ENSG00000148935	31	1	1
ENSG00000145996	31	2	2
ENSG00000131149	9	2	4
ENSG00000131149	14	1	9
ENSG00000131149	31	1	1
ENSG00000131149	123	1	6
ENSG00000087460	9	5	265
ENSG00000087460	18	35	689
ENSG00000087460	31	15	81
ENSG00000087460	35	207	795
ENSG00000087460	61	1	6
ENSG00000087460	65	2	340
ENSG00000087460	75	5	68
ENSG00000087460	122	9	190
ENSG00000160963	31	1	1
ENSG00000112715	31	1	1
ENSG00000111077	135	1	23
ENSG00000196136	5	2	447
ENSG00000196136	9	1	3
ENSG00000196136	31	2	2
ENSG00000170631	31	5	5
ENSG00000156395	5	1	22
ENSG00000156395	31	6	6
ENSG00000186509	31	1	1
ENSG00000172381	75	1	1
ENSG00000151702	5	2	447
ENSG00000151702	31	2	2
ENSG00000151702	65	1	11
ENSG00000102239	31	1	1
ENSG00000196754	31	1	1
ENSG00000157796	9	1	4
ENSG00000072832	31	1	1
ENSG00000249915	78	1	57
ENSG00000124459	31	1	1
ENSG00000011590	31	1	1
ENSG00000105989	5	2	446
ENSG00000105989	31	1	1
ENSG00000105989	78	1	48
ENSG00000168876	5	1	22
ENSG00000102241	31	2	2
ENSG00000102241	78	1	20
ENSG00000018625	5	2	446
ENSG00000018625	31	2	2
ENSG00000168334	5	1	22
ENSG00000168334	31	4	4
ENSG00000168334	78	2	48
ENSG00000168334	135	1	23
ENSG00000154438	5	2	446
ENSG00000154438	31	1	1
ENSG00000151704	31	3	3
ENSG00000151704	78	1	48
ENSG00000108018	78	1	48
ENSG00000187398	31	1	1
ENSG00000251192	78	2	32
ENSG00000015479	31	1	1
ENSG00000172377	135	1	23
ENSG00000157349	75	1	101
ENSG00000172638	31	1	1
ENSG00000186513	5	1	22
ENSG00000186513	31	2	2
ENSG00000186513	78	1	32
ENSG00000106436	31	1	1
ENSG00000106436	78	1	32
ENSG00000197887	31	1	1
ENSG00000160967	5	1	22
ENSG00000160967	31	5	5
ENSG00000160967	135	1	23
ENSG00000183160	31	1	1
ENSG00000172774	78	1	32
ENSG00000007314	31	1	1
ENSG00000007314	123	1	1
ENSG00000007314	135	1	23
ENSG00000153060	31	2	2
ENSG00000134259	32	1	3
ENSG00000204920	9	1	14
ENSG00000204920	31	1	1
ENSG00000173218	5	1	23
ENSG00000134371	31	1	1
ENSG00000134371	35	44	294
ENSG00000134371	135	1	23
ENSG00000103274	31	1	1
ENSG00000120471	65	1	11
ENSG00000001626	5	3	448
ENSG00000001626	31	1	1
ENSG00000145362	5	7	448
ENSG00000145362	9	2	10
ENSG00000145362	31	3	3
ENSG00000145362	78	1	48
ENSG00000181215	78	1	48
ENSG00000181215	135	2	114
ENSG00000134343	5	1	22
ENSG00000134343	31	2	2
ENSG00000134343	135	1	23
ENSG00000134909	31	2	2
ENSG00000134909	65	3	14
ENSG00000185482	31	2	2
ENSG00000075218	31	1	1
ENSG00000196924	78	6	41
ENSG00000130779	31	2	2
ENSG00000130779	78	1	48
ENSG00000172543	5	1	22
ENSG00000114735	65	1	188
ENSG00000180475	31	2	2
ENSG00000162604	31	1	1
ENSG00000175084	5	2	446
ENSG00000172772	31	1	1
ENSG00000152969	9	1	14
ENSG00000152969	31	1	1
ENSG00000152969	135	1	24
ENSG00000197786	31	2	2
ENSG00000174238	31	1	1
ENSG00000085382	31	5	5
ENSG00000085382	65	1	11
ENSG00000172500	31	1	1
ENSG00000132681	31	2	2
ENSG00000072195	5	1	32
ENSG00000072195	31	4	28
ENSG00000072195	127	2	61
ENSG00000118518	75	1	101
ENSG00000172365	31	3	3
ENSG00000132849	31	3	3
ENSG00000159885	31	3	3
ENSG00000147119	78	3	23
ENSG00000163687	9	1	2
ENSG00000163687	78	2	48
ENSG00000104499	5	2	447
ENSG00000160882	31	3	4
ENSG00000170289	31	2	2
ENSG00000170289	135	1	23
ENSG00000110880	123	2	7
ENSG00000169550	5	1	22
ENSG00000169550	31	1	1
ENSG00000169550	135	1	23
ENSG00000135040	5	1	22
ENSG00000100416	31	1	1
ENSG00000146701	5	1	23
ENSG00000146701	31	1	1
ENSG00000172653	78	2	49
ENSG00000198283	31	3	3
ENSG00000065923	31	2	2
ENSG00000114738	5	1	476
ENSG00000114738	31	1	26
ENSG00000110031	31	1	1
ENSG00000176571	31	3	3
ENSG00000102245	123	1	6
ENSG00000011052	75	1	101
ENSG00000100697	31	1	23
ENSG00000100697	65	1	163
ENSG00000100697	123	1	53
ENSG00000100697	135	1	41
ENSG00000179912	31	1	1
ENSG00000065243	9	1	32
ENSG00000065243	65	1	225
ENSG00000162630	31	1	1
ENSG00000131398	135	1	23
ENSG00000179934	31	1	1
ENSG00000140009	5	2	446
ENSG00000140009	31	1	1
ENSG00000162687	31	4	4
ENSG00000162687	78	1	48
ENSG00000176566	31	1	1
ENSG00000117298	31	2	2
ENSG00000170322	31	3	3
ENSG00000240563	31	1	1
ENSG00000131401	5	1	22
ENSG00000143318	5	1	22
ENSG00000109016	135	1	23
ENSG00000148942	31	1	1
ENSG00000157890	135	1	23
ENSG00000108039	31	3	3
ENSG00000108039	135	1	23
ENSG00000163393	9	1	4
ENSG00000163393	14	1	7
ENSG00000156103	5	1	23
ENSG00000156103	31	2	2
ENSG00000156103	75	1	101
ENSG00000156103	115	1	2
ENSG00000205155	31	2	2
ENSG00000187456	31	1	1
ENSG00000000971	31	1	1
ENSG00000000971	78	1	20
ENSG00000000971	123	1	6
ENSG00000170325	135	1	23
ENSG00000145863	5	1	22
ENSG00000145863	9	1	2
ENSG00000145863	31	7	7
ENSG00000108622	31	1	1
ENSG00000132854	31	3	3
ENSG00000132854	65	1	1
ENSG00000186660	31	1	1
ENSG00000072182	31	2	2
ENSG00000168028	65	1	188
ENSG00000163399	31	1	1
ENSG00000186019	31	2	2
ENSG00000129151	31	1	1
ENSG00000188760	31	1	1
ENSG00000137947	9	1	14
ENSG00000137947	31	1	1
ENSG00000049130	31	1	1
ENSG00000136874	14	1	9
ENSG00000104312	31	1	27
ENSG00000075275	123	1	1
ENSG00000075275	135	2	24
ENSG00000179583	5	1	23
ENSG00000183077	9	1	12
ENSG00000183077	135	1	23
ENSG00000137944	31	1	1
ENSG00000167595	31	1	1
ENSG00000022355	31	2	2
ENSG00000022355	135	1	23
ENSG00000163686	31	2	2
ENSG00000063438	78	2	41
ENSG00000084112	31	4	4
ENSG00000242689	31	1	1
ENSG00000180992	31	1	1
ENSG00000100714	31	2	2
ENSG00000038532	5	1	22
ENSG00000038532	31	1	2
ENSG00000137216	5	1	22
ENSG00000137216	135	2	24
ENSG00000145916	31	1	1
ENSG00000145916	123	1	6
ENSG00000142794	31	1	1
ENSG00000156689	31	1	1
ENSG00000004777	31	1	1
ENSG00000004777	123	1	6
ENSG00000004777	135	1	24
ENSG00000075240	31	1	1
ENSG00000123999	31	1	1
ENSG00000188554	123	1	6
ENSG00000084234	31	3	3
ENSG00000170027	31	1	1
ENSG00000177335	31	1	1
ENSG00000161574	31	1	1
ENSG00000144589	31	1	1
ENSG00000104320	5	3	447
ENSG00000104320	75	3	413
ENSG00000117226	31	1	1
ENSG00000117226	135	1	23
ENSG00000197859	31	1	1
ENSG00000128563	31	1	1
ENSG00000089685	75	2	202
ENSG00000147274	31	1	1
ENSG00000146700	135	1	23
ENSG00000077063	31	4	4
ENSG00000166840	31	1	1
ENSG00000137225	31	1	1
ENSG00000137225	78	1	32
ENSG00000185338	5	1	500
ENSG00000185338	51	50	548
ENSG00000185338	65	3	165
ENSG00000185338	78	1	161
ENSG00000185338	147	14	25
ENSG00000162551	5	2	23
ENSG00000162551	31	2	2
ENSG00000132429	31	2	2
ENSG00000132429	123	1	1
ENSG00000205213	31	1	1
ENSG00000089775	31	1	1
ENSG00000062822	5	1	447
ENSG00000139269	5	1	446
ENSG00000139269	78	2	48
ENSG00000182632	31	1	1
ENSG00000117228	31	1	1
ENSG00000189057	31	2	2
ENSG00000111087	5	1	447
ENSG00000111087	31	4	4
ENSG00000111087	75	1	102
ENSG00000111087	78	3	57
ENSG00000111087	115	1	2
ENSG00000111087	123	3	8
ENSG00000111087	135	1	24
ENSG00000112759	9	2	10
ENSG00000109501	5	2	23
ENSG00000166938	31	2	2
ENSG00000011258	31	2	2
ENSG00000080910	31	1	1
ENSG00000114923	31	1	1
ENSG00000114923	78	1	48
ENSG00000110887	31	1	1
ENSG00000110887	123	1	1
ENSG00000131115	31	1	1
ENSG00000168297	31	1	27
ENSG00000149418	5	1	22
ENSG00000149418	31	2	2
ENSG00000149418	123	1	1
ENSG00000145041	31	1	1
ENSG00000145041	123	1	1
ENSG00000123454	5	2	446
ENSG00000123454	31	2	2
ENSG00000123329	65	1	12
ENSG00000111011	31	1	1
ENSG00000126803	123	1	6
ENSG00000162607	31	1	1
ENSG00000178607	5	4	477
ENSG00000178607	31	1	26
ENSG00000178607	65	2	38
ENSG00000178607	75	1	28
ENSG00000178607	127	1	60
ENSG00000166801	31	3	3
ENSG00000100422	123	1	6
ENSG00000169418	31	3	29
ENSG00000169418	65	2	38
ENSG00000169418	78	1	92
ENSG00000162645	31	1	1
ENSG00000076864	31	1	1
ENSG00000076864	78	2	57
ENSG00000085377	31	3	3
ENSG00000175467	31	1	1
ENSG00000075131	31	1	1
ENSG00000160991	31	1	1
ENSG00000160991	75	1	101
ENSG00000101158	31	1	1
ENSG00000101158	32	1	3
ENSG00000101158	123	1	6
ENSG00000196323	31	1	1
ENSG00000184185	31	3	3
ENSG00000157350	31	1	1
ENSG00000146038	31	1	1
ENSG00000139323	31	1	2
ENSG00000116641	31	2	2
ENSG00000165370	31	3	3
ENSG00000165370	65	1	11
ENSG00000156925	31	2	2
ENSG00000156925	78	1	57
ENSG00000168314	5	1	446
ENSG00000168314	31	1	1
ENSG00000057657	31	1	1
ENSG00000213512	31	1	1
ENSG00000074211	5	1	447
ENSG00000074211	31	1	1
ENSG00000074211	75	1	101
ENSG00000116106	5	2	455
ENSG00000116106	9	2	39
ENSG00000116106	65	3	226
ENSG00000116106	115	1	2
ENSG00000116106	123	1	6
ENSG00000159917	9	1	12
ENSG00000159917	31	2	2
ENSG00000054611	31	1	1
ENSG00000134917	5	1	23
ENSG00000134365	31	1	1
ENSG00000134365	135	1	23
ENSG00000143624	31	2	2
ENSG00000154451	31	1	1
ENSG00000142539	75	1	101
ENSG00000091009	5	2	23
ENSG00000091009	135	1	23
ENSG00000175906	31	1	1
ENSG00000134389	78	1	48
ENSG00000166106	9	2	14
ENSG00000166106	65	1	11
ENSG00000166106	135	1	24
ENSG00000181638	31	1	1
ENSG00000104412	5	1	22
ENSG00000104412	31	1	1
ENSG00000110042	5	1	23
ENSG00000166986	5	1	447
ENSG00000166986	31	3	3
ENSG00000166986	135	1	24
ENSG00000122218	31	1	1
ENSG00000090686	31	1	1
ENSG00000141068	5	1	31
ENSG00000141068	65	3	225
ENSG00000157353	31	1	1
ENSG00000175728	5	1	1
ENSG00000164080	31	3	3
ENSG00000120451	31	2	2
ENSG00000120451	65	2	12
ENSG00000167779	31	1	1
ENSG00000197629	31	1	1
ENSG00000129682	9	1	4
ENSG00000129682	31	1	1
ENSG00000176495	31	1	1
ENSG00000167780	31	1	1
ENSG00000175309	135	1	23
ENSG00000143278	5	1	22
ENSG00000062370	31	5	5
ENSG00000135903	31	4	5
ENSG00000182667	5	1	22
ENSG00000182667	31	4	4
ENSG00000164715	9	1	32
ENSG00000164715	65	8	227
ENSG00000164715	135	2	25
ENSG00000164841	31	1	1
ENSG00000164841	65	1	11
ENSG00000164841	75	1	101
ENSG00000066279	5	2	447
ENSG00000066279	31	4	4
ENSG00000086967	78	1	32
ENSG00000154975	31	1	1
ENSG00000214338	31	2	2
ENSG00000214338	78	3	32
ENSG00000113327	31	4	4
ENSG00000205356	135	1	23
ENSG00000136478	31	1	1
ENSG00000163082	5	1	22
ENSG00000125703	31	1	1
ENSG00000172320	5	1	22
ENSG00000172320	31	1	1
ENSG00000141934	5	1	22
ENSG00000183715	31	2	2
ENSG00000175315	31	1	1
ENSG00000067596	31	2	2
ENSG00000067596	75	1	101
ENSG00000067596	135	1	24
ENSG00000166884	31	1	1
ENSG00000142798	5	1	22
ENSG00000142798	9	2	18
ENSG00000142798	31	5	5
ENSG00000168291	5	1	22
ENSG00000168291	31	1	1
ENSG00000142530	78	1	11
ENSG00000112877	31	1	1
ENSG00000013288	31	2	2
ENSG00000176200	31	1	1
ENSG00000176200	123	1	1
ENSG00000120526	31	1	1
ENSG00000120526	78	1	20
ENSG00000175294	31	2	2
ENSG00000083223	31	2	2
ENSG00000183347	31	2	2
ENSG00000184408	5	2	446
ENSG00000184408	31	2	2
ENSG00000070961	5	1	446
ENSG00000070961	31	2	2
ENSG00000112293	31	2	2
ENSG00000112293	75	1	101
ENSG00000110048	9	1	4
ENSG00000197147	31	2	2
ENSG00000166086	31	1	1
ENSG00000148700	9	1	14
ENSG00000148700	31	2	2
ENSG00000173250	31	1	1
ENSG00000173250	135	1	23
ENSG00000104327	135	1	23
ENSG00000143061	31	2	2
ENSG00000057663	9	1	6
ENSG00000177888	31	1	1
ENSG00000177888	123	1	1
ENSG00000165733	31	2	2
ENSG00000070182	5	1	22
ENSG00000070182	31	7	7
ENSG00000070182	65	1	1
ENSG00000076248	5	1	447
ENSG00000165731	5	3	527
ENSG00000165731	9	5	116
ENSG00000165731	18	381	1120
ENSG00000165731	31	4	51
ENSG00000165731	65	6	429
ENSG00000165731	115	1	19
ENSG00000165731	122	20	325
ENSG00000170011	5	1	22
ENSG00000170011	31	2	2
ENSG00000170011	123	1	1
ENSG00000167383	31	1	1
ENSG00000167383	135	1	23
ENSG00000172673	31	2	2
ENSG00000116120	31	1	1
ENSG00000116824	78	1	48
ENSG00000139631	31	1	1
ENSG00000124003	78	1	32
ENSG00000151503	31	2	2
ENSG00000151503	65	1	11
ENSG00000151503	75	1	101
ENSG00000167384	31	2	2
ENSG00000005075	135	1	23
ENSG00000101981	31	1	1
ENSG00000101981	65	4	22
ENSG00000123983	31	2	2
ENSG00000050767	5	1	22
ENSG00000152049	31	1	1
ENSG00000113328	65	1	199
ENSG00000113328	75	1	412
ENSG00000184445	5	1	23
ENSG00000184445	31	5	5
ENSG00000184445	65	1	12
ENSG00000184445	75	3	412
ENSG00000166889	31	1	1
ENSG00000087365	31	2	2
ENSG00000087365	78	1	11
ENSG00000171951	31	1	1
ENSG00000071243	31	1	1
ENSG00000143554	31	1	1
ENSG00000171786	31	1	1
ENSG00000188818	135	1	23
ENSG00000171488	5	1	22
ENSG00000171488	31	3	3
ENSG00000171488	135	1	23
ENSG00000134247	2	1	1
ENSG00000250799	31	2	2
ENSG00000108654	31	2	2
ENSG00000108654	65	1	11
ENSG00000134256	31	1	1
ENSG00000113240	31	1	27
ENSG00000164045	65	2	211
ENSG00000164045	75	2	202
ENSG00000164045	123	2	12
ENSG00000007171	31	1	1
ENSG00000007171	78	1	48
ENSG00000161270	31	4	4
ENSG00000137261	31	1	1
ENSG00000169826	31	1	1
ENSG00000116830	31	1	1
ENSG00000141200	31	5	5
ENSG00000205038	5	2	22
ENSG00000205038	9	1	4
ENSG00000205038	31	9	9
ENSG00000205038	78	1	32
ENSG00000205038	135	1	23
ENSG00000184428	31	1	1
ENSG00000219073	31	1	1
ENSG00000145349	31	1	27
ENSG00000171492	31	2	2
ENSG00000141198	31	1	1
ENSG00000135451	31	1	1
ENSG00000085449	65	1	11
ENSG00000175197	5	1	447
ENSG00000175197	9	1	14
ENSG00000175197	31	1	1
ENSG00000175197	123	1	6
ENSG00000162738	31	1	1
ENSG00000243566	5	1	22
ENSG00000126259	5	1	23
ENSG00000126259	31	1	1
ENSG00000162739	31	1	1
ENSG00000189091	31	1	1
ENSG00000162664	31	1	1
ENSG00000076555	31	5	5
ENSG00000076555	135	1	23
ENSG00000175115	31	6	6
ENSG00000164048	31	1	1
ENSG00000157368	5	1	22
ENSG00000135900	5	1	22
ENSG00000112297	9	1	12
ENSG00000112297	31	2	2
ENSG00000112297	78	4	32
ENSG00000101160	75	1	101
ENSG00000170871	31	2	2
ENSG00000134253	5	1	23
ENSG00000135919	5	1	23
ENSG00000135919	31	1	1
ENSG00000135919	78	2	57
ENSG00000123119	5	1	1
ENSG00000111802	31	1	1
ENSG00000101162	31	1	1
ENSG00000213892	31	1	1
ENSG00000166987	5	3	447
ENSG00000166987	31	1	1
ENSG00000198837	31	1	1
ENSG00000160293	5	3	447
ENSG00000160293	31	2	2
ENSG00000160293	65	2	200
ENSG00000105549	31	1	1
ENSG00000166900	31	2	2
ENSG00000219438	9	1	5
ENSG00000070831	51	1	1
ENSG00000105290	31	2	2
ENSG00000178401	31	1	1
ENSG00000166105	135	1	23
ENSG00000139626	31	3	3
ENSG00000139626	78	1	20
ENSG00000139626	115	1	2
ENSG00000139626	123	1	6
ENSG00000106236	5	2	446
ENSG00000152894	5	1	23
ENSG00000152894	31	3	3
ENSG00000152894	75	1	101
ENSG00000152894	123	2	6
ENSG00000152894	135	1	24
ENSG00000132613	5	1	22
ENSG00000131409	5	1	23
ENSG00000166448	5	1	22
ENSG00000166448	31	1	1
ENSG00000134376	9	1	14
ENSG00000134376	31	5	5
ENSG00000197651	5	1	22
ENSG00000197651	135	1	23
ENSG00000087095	5	1	455
ENSG00000087095	31	1	27
ENSG00000087095	65	1	225
ENSG00000213023	31	2	2
ENSG00000213023	78	1	48
ENSG00000168032	31	1	1
ENSG00000124203	31	1	1
ENSG00000124203	123	1	1
ENSG00000149328	31	1	1
ENSG00000149328	135	1	1
ENSG00000160741	31	2	2
ENSG00000147642	31	1	1
ENSG00000132405	31	1	1
ENSG00000132405	135	1	23
ENSG00000124019	31	2	2
ENSG00000183186	135	1	22
ENSG00000036257	2	1	1
ENSG00000036257	31	1	1
ENSG00000036257	75	1	101
ENSG00000161681	9	2	6
ENSG00000069399	31	1	1
ENSG00000069399	65	1	200
ENSG00000123352	78	1	32
ENSG00000166260	31	1	1
ENSG00000175203	31	1	1
ENSG00000143032	31	1	1
ENSG00000162552	31	1	2
ENSG00000122482	31	1	1
ENSG00000122482	78	1	48
ENSG00000100425	135	1	23
ENSG00000142273	31	2	2
ENSG00000109956	31	1	1
ENSG00000184677	31	1	1
ENSG00000139329	5	2	446
ENSG00000187775	31	6	6
